역명,주말구분,전체이용객수,피크시간대,피크시간대_이용객수,피크집중도,시간대별_평균,시간대별_표준편차,안정도
양천구청,전체,4907029.0,08-09시간대,471070.0,0.095999,245351.450000,119825.051157,0.511619
양천구청,평일,3980258.0,08-09시간대,421898.0,0.105998,199012.900000,110892.355022,0.442788
양천구청,주말,926771.0,17-18시간대,70300.0,0.075855,46338.550000,19932.933812,0.569841
양평,전체,5504634.0,08-09시간대,888246.0,0.161363,275231.700000,207505.949200,0.246068
양평,평일,4683191.0,08-09시간대,848382.0,0.181155,234159.550000,202648.133723,0.134572
양평,주말,821443.0,16-17시간대,62648.0,0.076266,41072.150000,17768.079106,0.567393
어린이대공원(세종대),전체,11758679.0,08-09시간대,1199491.0,0.102009,587933.950000,298229.046275,0.492751
어린이대공원(세종대),평일,9445004.0,08-09시간대,1104978.0,0.116991,472250.200000,258711.494921,0.452173
어린이대공원(세종대),주말,2313675.0,16-17시간대,200494.0,0.086656,115683.750000,59419.383098,0.486364
여의나루,전체,10184528.0,18-19시간대,1232398.0,0.121007,509226.400000,316458.983598,0.378550
여의나루,평일,7503753.0,18-19시간대,1003375.0,0.133716,375187.650000,270872.940867,0.278033
여의나루,주말,2680775.0,17-18시간대,255519.0,0.095315,134038.750000,81557.381369,0.391539
여의도,전체,19963990.0,08-09시간대,2779640.0,0.139233,998199.500000,766159.765349,0.232458
여의도,평일,17125694.0,08-09시간대,2691343.0,0.157152,856284.700000,741887.393750,0.133597
여의도,주말,2838296.0,16-17시간대,258535.0,0.091088,141914.800000,81472.129540,0.425908
역삼,전체,34889311.0,08-09시간대,4615478.0,0.132289,1744465.550000,1250359.554566,0.283242
역삼,평일,31250626.0,08-09시간대,4468178.0,0.142979,1562531.300000,1214612.089079,0.222664
역삼,주말,3638685.0,13-14시간대,298386.0,0.082004,181934.250000,93627.689795,0.485376
역촌,전체,2968743.0,08-09시간대,300919.0,0.101362,148437.150000,69569.708450,0.531319
역촌,평일,2357832.0,08-09시간대,268895.0,0.114043,117891.600000,63372.686385,0.462450
역촌,주말,610911.0,17-18시간대,44547.0,0.072919,30545.550000,12614.051564,0.587041
연신내,전체,25482712.0,18-19시간대,2295937.0,0.090098,1274135.600000,550423.901362,0.568002
연신내,평일,19703100.0,08-09시간대,1980585.0,0.100521,985155.000000,474860.541038,0.517984
연신내,주말,5779612.0,16-17시간대,441283.0,0.076352,288980.600000,127380.228515,0.559208
영등포구청,전체,19390838.0,08-09시간대,2623288.0,0.135285,969541.900000,630949.950879,0.349229
영등포구청,평일,16118813.0,08-09시간대,2496662.0,0.154891,805940.650000,603152.495126,0.251617
영등포구청,주말,3272025.0,17-18시간대,261819.0,0.080017,163601.250000,79904.013315,0.511593
영등포시장,전체,8565587.0,08-09시간대,996807.0,0.116373,428279.350000,252852.573432,0.409608
영등포시장,평일,6711393.0,08-09시간대,931872.0,0.138849,335569.650000,228613.082104,0.318731
영등포시장,주말,1854194.0,13-14시간대,158908.0,0.085702,92709.700000,51905.582985,0.440128
오금,전체,6853893.0,08-09시간대,870150.0,0.126957,342694.650000,200648.836757,0.414497
오금,평일,5652354.0,08-09시간대,802308.0,0.141942,282617.700000,189669.294221,0.328884
오금,주말,1201539.0,17-18시간대,90173.0,0.075048,60076.950000,26315.158680,0.561976
오목교(목동운동장앞),전체,15279654.0,18-19시간대,1632610.0,0.106849,763982.700000,396143.707609,0.481476
오목교(목동운동장앞),평일,12103535.0,18-19시간대,1409852.0,0.116483,605176.750000,344895.320144,0.430092
오목교(목동운동장앞),주말,3176119.0,17-18시간대,269536.0,0.084863,158805.950000,82410.160234,0.481064
옥수,전체,6567210.0,18-19시간대,631521.0,0.096163,328360.500000,154605.445679,0.529159
옥수,평일,5141554.0,18-19시간대,531644.0,0.103401,257077.700000,130525.302019,0.492273
옥수,주말,1425656.0,17-18시간대,119255.0,0.083649,71282.800000,35795.037548,0.497845
온수(성공회대입구),전체,6659365.0,08-09시간대,823036.0,0.123591,332968.250000,184856.197718,0.444823
온수(성공회대입구),평일,5565783.0,08-09시간대,754088.0,0.135486,278289.150000,176450.229276,0.365946
온수(성공회대입구),주말,1093582.0,16-17시간대,74193.0,0.067844,54679.100000,19705.606923,0.639614
올림픽공원(한국체대),전체,3781288.0,08-09시간대,289644.0,0.076599,189064.400000,78667.021400,0.583914
올림픽공원(한국체대),평일,2641007.0,08-09시간대,258004.0,0.097692,132050.350000,61957.974521,0.530800
올림픽공원(한국체대),주말,1140281.0,20-21시간대,102661.0,0.090031,57014.050000,33526.955906,0.411953
왕십리(성동구청),전체,14481708.0,18-19시간대,1506022.0,0.103995,724085.400000,332938.663766,0.540194
왕십리(성동구청),평일,11159709.0,18-19시간대,1256674.0,0.112608,557985.450000,280566.889972,0.497179
왕십리(성동구청),주말,3321999.0,17-18시간대,275454.0,0.082918,166099.950000,80254.339730,0.516831
용답,전체,2222688.0,08-09시간대,216202.0,0.097271,111134.400000,48941.333237,0.559620
용답,평일,1751248.0,08-09시간대,195457.0,0.111610,87562.400000,43232.128338,0.506271
용답,주말,471440.0,17-18시간대,35849.0,0.076041,23572.000000,10001.897425,0.575687
용두(동대문구청),전체,1847514.0,08-09시간대,178661.0,0.096703,92375.700000,47735.856594,0.483242
용두(동대문구청),평일,1457751.0,08-09시간대,164159.0,0.112611,72887.550000,40593.372303,0.443069
용두(동대문구청),주말,389763.0,15-16시간대,33434.0,0.085780,19488.150000,11052.932327,0.432838
용마산(용마폭포공원),전체,4036727.0,08-09시간대,453352.0,0.112307,201836.350000,96948.413194,0.519668
용마산(용마폭포공원),평일,3182433.0,08-09시간대,401794.0,0.126254,159121.650000,87990.423196,0.447024
용마산(용마폭포공원),주말,854294.0,09-10시간대,61979.0,0.072550,42714.700000,17175.591053,0.597900
우장산,전체,10447726.0,08-09시간대,971493.0,0.092986,522386.300000,242500.371621,0.535783
우장산,평일,8402919.0,08-09시간대,872520.0,0.103835,420145.950000,215783.245861,0.486409
우장산,주말,2044807.0,13-14시간대,157073.0,0.076816,102240.350000,48327.921901,0.527311
월곡(동덕여대),전체,8275691.0,08-09시간대,886080.0,0.107070,413784.550000,208484.764763,0.496151
월곡(동덕여대),평일,6799706.0,08-09시간대,814371.0,0.119766,339985.300000,191426.043569,0.436958
월곡(동덕여대),주말,1475985.0,16-17시간대,113558.0,0.076937,73799.250000,32069.202500,0.565454
월드컵경기장(성산),전체,4519609.0,18-19시간대,440426.0,0.097448,225980.450000,116707.935217,0.483549
월드컵경기장(성산),평일,2819562.0,18-19시간대,278547.0,0.098791,140978.100000,69055.475301,0.510169
월드컵경기장(성산),주말,1700047.0,16-17시간대,164049.0,0.096497,85002.350000,52205.075154,0.385840
을지로3가,전체,26145426.0,18-19시간대,3351822.0,0.128199,1307271.300000,840983.800944,0.356688
을지로3가,평일,21350785.0,08-09시간대,3059905.0,0.143316,1067539.250000,786157.410773,0.263580
을지로3가,주말,4794641.0,17-18시간대,422787.0,0.088179,239732.050000,125627.260705,0.475968
을지로4가,전체,14692609.0,18-19시간대,1608888.0,0.109503,734630.450000,435442.630117,0.407263
을지로4가,평일,12076559.0,08-09시간대,1517680.0,0.125672,603827.950000,395695.659547,0.344688
을지로4가,주말,2616050.0,16-17시간대,222900.0,0.085205,130802.500000,73142.643080,0.440816
을지로입구,전체,35464695.0,18-19시간대,4287611.0,0.120898,1773234.750000,1106899.454271,0.375774
을지로입구,평일,28535570.0,08-09시간대,4008582.0,0.140477,1426778.500000,1008970.238774,0.292833
을지로입구,주말,6929125.0,17-18시간대,608914.0,0.087877,346456.250000,192457.497255,0.444497
응암,전체,12560559.0,08-09시간대,1266600.0,0.100839,628027.950000,299344.483358,0.523358
응암,평일,9992817.0,08-09시간대,1144780.0,0.114560,499640.850000,273670.120541,0.452266
응암,주말,2567742.0,16-17시간대,191211.0,0.074467,128387.100000,53018.002824,0.587046
이대,전체,12530744.0,18-19시간대,1114259.0,0.088922,626537.200000,290074.041115,0.537020
이대,평일,9946331.0,18-19시간대,943581.0,0.094867,497316.550000,242870.448790,0.511638
이대,주말,2584413.0,16-17시간대,208303.0,0.080600,129220.650000,65791.566770,0.490859
이수,전체,11798829.0,18-19시간대,1242207.0,0.105282,589941.450000,283550.595977,0.519358
이수,평일,9335725.0,18-19시간대,1074445.0,0.115090,466786.250000,247939.885601,0.468836
이수,주말,2463104.0,16-17시간대,205820.0,0.083561,123155.200000,59579.910505,0.516221
이촌(국립중앙박물관),전체,8002305.0,16-17시간대,717498.0,0.089661,400115.250000,232521.050321,0.418865
이촌(국립중앙박물관),평일,5704747.0,18-19시간대,520638.0,0.091264,285237.350000,157581.630591,0.447542
이촌(국립중앙박물관),주말,2297558.0,16-17시간대,244013.0,0.106205,114877.900000,85534.950229,0.255427
이태원,전체,9318563.0,18-19시간대,864920.0,0.092817,465928.150000,183505.991954,0.606150
이태원,평일,6416918.0,18-19시간대,645775.0,0.100636,320845.900000,137272.811513,0.572153
이태원,주말,2901645.0,22-23시간대,225935.0,0.077864,145082.250000,63479.053447,0.562462
일원,전체,7496513.0,07-08시간대,717424.0,0.095701,374825.650000,194627.005157,0.480753
일원,평일,6374177.0,07-08시간대,675610.0,0.105992,318708.850000,175359.247271,0.449782
일원,주말,1122336.0,12-13시간대,92975.0,0.082841,56116.800000,28385.585117,0.494170
자양(뚝섬한강공원),전체,7121393.0,18-19시간대,704670.0,0.098951,356069.650000,166988.410010,0.531023
자양(뚝섬한강공원),평일,5090043.0,18-19시간대,532230.0,0.104563,254502.150000,125705.696533,0.506072
자양(뚝섬한강공원),주말,2031350.0,18-19시간대,172440.0,0.084889,101567.500000,53054.050364,0.477647
잠실(송파구청),전체,72717683.0,18-19시간대,7486160.0,0.102948,3635884.150000,1817878.113791,0.500018
잠실(송파구청),평일,54128106.0,18-19시간대,6071980.0,0.112178,2706405.300000,1440408.152926,0.467778
잠실(송파구청),주말,18589577.0,16-17시간대,1669876.0,0.089829,929478.850000,529388.610765,0.430446
잠실나루,전체,10012356.0,08-09시간대,1019062.0,0.101780,500617.800000,250500.295945,0.499618
잠실나루,평일,8448131.0,08-09시간대,949646.0,0.112409,422406.550000,228530.408291,0.458980
잠실나루,주말,1564225.0,16-17시간대,132121.0,0.084464,78211.250000,37574.451039,0.519577
잠실새내,전체,16825313.0,18-19시간대,1608239.0,0.095584,841265.650000,386410.171599,0.540680
잠실새내,평일,13119661.0,18-19시간대,1347882.0,0.102738,655983.050000,327324.962214,0.501016
잠실새내,주말,3705652.0,17-18시간대,302323.0,0.081584,185282.600000,92749.661359,0.499415
잠원,전체,4150800.0,08-09시간대,393281.0,0.094748,207540.000000,97404.791663,0.530670
잠원,평일,3342185.0,08-09시간대,354360.0,0.106026,167109.250000,85278.810367,0.489682
잠원,주말,808615.0,17-18시간대,66084.0,0.081725,40430.750000,19244.991720,0.524001
장승배기,전체,6532502.0,08-09시간대,681256.0,0.104287,326625.100000,152450.763912,0.533255
장승배기,평일,5271719.0,08-09시간대,613945.0,0.116460,263585.950000,136596.572756,0.481776
장승배기,주말,1260783.0,16-17시간대,96041.0,0.076176,63039.150000,26773.516355,0.575287
장암,전체,1459562.0,07-08시간대,227524.0,0.155885,72978.100000,51119.447964,0.299523
장암,평일,1105839.0,07-08시간대,216577.0,0.195849,55291.950000,48562.453656,0.121708
장암,주말,353723.0,15-16시간대,30183.0,0.085329,17686.150000,10604.727801,0.400394
장지,전체,11628680.0,18-19시간대,1205794.0,0.103691,581434.000000,316963.721922,0.454859
장지,평일,9297259.0,08-09시간대,1095525.0,0.117833,464862.950000,284476.007503,0.388043
장지,주말,2331421.0,17-18시간대,192946.0,0.082759,116571.050000,57967.162913,0.502731
장한평,전체,13747272.0,08-09시간대,1788061.0,0.130067,687363.600000,427342.693282,0.378287
장한평,평일,11259650.0,08-09시간대,1668348.0,0.148171,562982.500000,401515.252363,0.286807
장한평,주말,2487622.0,18-19시간대,193269.0,0.077692,124381.100000,55451.157018,0.554183
제기동,전체,12043576.0,14-15시간대,1060590.0,0.088063,602178.800000,356726.328459,0.407607
제기동,평일,9088768.0,14-15시간대,750903.0,0.082619,454438.400000,259869.814316,0.428152
제기동,주말,2954808.0,13-14시간대,313492.0,0.106096,147740.400000,106678.601667,0.277932
종각,전체,26937575.0,08-09시간대,3311641.0,0.122938,1346878.750000,861030.381327,0.360722
종각,평일,22310351.0,08-09시간대,3183155.0,0.142676,1115517.550000,807473.327852,0.276145
종각,주말,4627224.0,16-17시간대,434045.0,0.093802,231361.200000,130101.870680,0.437668
종로3가,전체,37991357.0,18-19시간대,3702481.0,0.097456,1899567.850000,999688.128919,0.473729
종로3가,평일,28420366.0,18-19시간대,2994393.0,0.105361,1421018.300000,750353.179364,0.471961
종로3가,주말,9570991.0,16-17시간대,881533.0,0.092105,478549.550000,290261.032436,0.393457
종로5가,전체,16721011.0,17-18시간대,1491052.0,0.089172,836050.550000,488194.685286,0.416070
종로5가,평일,12961789.0,18-19시간대,1223591.0,0.094400,648089.450000,377312.717894,0.417808
종로5가,주말,3759222.0,14-15시간대,373373.0,0.099322,187961.100000,132223.826318,0.296536
종합운동장,전체,10486044.0,17-18시간대,1291183.0,0.123133,524302.200000,334215.565737,0.362552
종합운동장,평일,7250611.0,18-19시간대,940768.0,0.129750,362530.550000,258401.637965,0.287228
종합운동장,주말,3235433.0,16-17시간대,427120.0,0.132013,161771.650000,117757.611244,0.272075
중계,전체,9916134.0,08-09시간대,1098002.0,0.110729,495806.700000,245121.775580,0.505610
중계,평일,8017917.0,08-09시간대,981857.0,0.122458,400895.850000,225720.477622,0.436960
중계,주말,1898217.0,11-12시간대,133630.0,0.070398,94910.850000,39165.692034,0.587342
중곡,전체,7435605.0,08-09시간대,889596.0,0.119640,371780.250000,200326.195738,0.461170
중곡,평일,6027743.0,08-09시간대,809452.0,0.134288,301387.150000,183701.345467,0.390480
중곡,주말,1407862.0,16-17시간대,102331.0,0.072685,70393.100000,30114.645631,0.572193
중화,전체,7520637.0,08-09시간대,808588.0,0.107516,376031.850000,180126.213416,0.520981
중화,평일,5998685.0,08-09시간대,720193.0,0.120058,299934.250000,162179.605594,0.459283
중화,주말,1521952.0,17-18시간대,112134.0,0.073678,76097.600000,30862.138903,0.594440
증산(명지대앞),전체,6628218.0,08-09시간대,667171.0,0.100656,331410.900000,155379.990378,0.531156
증산(명지대앞),평일,5232499.0,08-09시간대,598041.0,0.114294,261624.950000,140832.672937,0.461700
증산(명지대앞),주말,1395719.0,16-17시간대,106650.0,0.076412,69785.950000,28837.093570,0.586778
지축,전체,5383766.0,08-09시간대,535044.0,0.099381,269188.300000,132543.898792,0.507616
지축,평일,4313783.0,08-09시간대,477300.0,0.110645,215689.150000,121142.658746,0.438346
지축,주말,1069983.0,16-17시간대,79223.0,0.074041,53499.150000,24102.827662,0.549473
창동,전체,19738968.0,18-19시간대,1768907.0,0.089615,986948.400000,419012.060800,0.575447
창동,평일,15376215.0,18-19시간대,1449699.0,0.094282,768810.750000,348074.653938,0.547256
창동,주말,4362753.0,16-17시간대,346265.0,0.079368,218137.650000,103510.983857,0.525479
창신,전체,2332733.0,08-09시간대,274786.0,0.117796,116636.650000,61523.916438,0.472516
창신,평일,1903448.0,08-09시간대,248752.0,0.130685,95172.400000,57760.718683,0.393094
창신,주말,429285.0,16-17시간대,30352.0,0.070704,21464.250000,8565.088604,0.600960
천왕,전체,7980529.0,08-09시간대,912677.0,0.114363,399026.450000,215163.321128,0.460779
천왕,평일,6573776.0,08-09시간대,832994.0,0.126715,328688.800000,202118.182021,0.385077
천왕,주말,1406753.0,16-17시간대,101285.0,0.071999,70337.650000,29415.631444,0.581794
천호(풍납토성),전체,27586027.0,18-19시간대,2762523.0,0.100142,1379301.350000,650504.599699,0.528381
천호(풍납토성),평일,21060011.0,18-19시간대,2279511.0,0.108239,1053000.550000,531728.585576,0.495035
천호(풍납토성),주말,6526016.0,16-17시간대,545322.0,0.083561,326300.800000,168982.460889,0.482127
철산,전체,15280981.0,18-19시간대,1549253.0,0.101384,764049.050000,376016.436281,0.507863
철산,평일,12296156.0,18-19시간대,1345331.0,0.109411,614807.800000,345730.843319,0.437660
철산,주말,2984825.0,17-18시간대,229060.0,0.076742,149241.250000,65153.620518,0.563434
청구,전체,5072976.0,08-09시간대,639968.0,0.126152,253648.800000,145241.020960,0.427393
청구,평일,4123064.0,08-09시간대,595504.0,0.144432,206153.200000,134510.159551,0.347523
청구,주말,949912.0,17-18시간대,74246.0,0.078161,47495.600000,21144.080021,0.554820
청담,전체,12909418.0,08-09시간대,1746229.0,0.135268,645470.900000,429830.406906,0.334082
청담,평일,10881178.0,08-09시간대,1628060.0,0.149622,544058.900000,403946.928378,0.257531
청담,주말,2028240.0,16-17시간대,157163.0,0.077487,101412.000000,46350.549922,0.542948
청량리(서울시립대입구),전체,16614585.0,16-17시간대,1305804.0,0.078594,830729.250000,419979.830637,0.494444
청량리(서울시립대입구),평일,12401483.0,18-19시간대,1039834.0,0.083848,620074.150000,308722.836782,0.502119
청량리(서울시립대입구),주말,4213102.0,14-15시간대,389876.0,0.092539,210655.100000,130711.761097,0.379499
총신대입구(이수),전체,14425065.0,18-19시간대,1481115.0,0.102676,721253.250000,351626.245744,0.512479
총신대입구(이수),평일,11335243.0,18-19시간대,1255457.0,0.110757,566762.150000,298628.571421,0.473097
총신대입구(이수),주말,3089822.0,16-17시간대,260029.0,0.084157,154491.100000,80310.857564,0.480159
충무로,전체,21962171.0,18-19시간대,2524354.0,0.114941,1098108.550000,627532.022447,0.428534
충무로,평일,18272793.0,08-09시간대,2275670.0,0.124539,913639.650000,578455.260342,0.366867
충무로,주말,3689378.0,17-18시간대,299487.0,0.081175,184468.900000,89786.369085,0.513271
충정로(경기대입구),전체,10530290.0,08-09시간대,1564777.0,0.148598,526514.500000,373859.404839,0.289935
충정로(경기대입구),평일,8868587.0,08-09시간대,1494781.0,0.168548,443429.350000,360390.804692,0.187264
충정로(경기대입구),주말,1661703.0,17-18시간대,134426.0,0.080897,83085.150000,41182.459002,0.504334
태릉입구,전체,10604555.0,18-19시간대,964614.0,0.090962,530227.750000,218625.863872,0.587676
태릉입구,평일,8265365.0,08-09시간대,817956.0,0.098962,413268.250000,188952.263641,0.542785
태릉입구,주말,2339190.0,16-17시간대,180563.0,0.077190,116959.500000,49184.773052,0.579472
하계,전체,12357355.0,08-09시간대,1166286.0,0.094380,617867.750000,280711.171489,0.545678
하계,평일,9882969.0,08-09시간대,1043452.0,0.105581,494148.450000,250633.743293,0.492797
하계,주말,2474386.0,16-17시간대,190129.0,0.076839,123719.300000,56398.931333,0.544138
하남검단산,전체,4737936.0,08-09시간대,379185.0,0.080032,236896.800000,96525.138095,0.592544
하남검단산,평일,3534705.0,08-09시간대,323062.0,0.091397,176735.250000,78837.226977,0.553925
하남검단산,주말,1203231.0,15-16시간대,94340.0,0.078406,60161.550000,28273.618674,0.530038
하남시청(덕풍·신장),전체,6002084.0,08-09시간대,529316.0,0.088189,300104.200000,128610.407145,0.571447
하남시청(덕풍·신장),평일,4700981.0,08-09시간대,462440.0,0.098371,235049.050000,110980.618945,0.527841
하남시청(덕풍·신장),주말,1301103.0,13-14시간대,96475.0,0.074149,65055.150000,28513.126528,0.561708
하남풍산,전체,3279125.0,08-09시간대,343819.0,0.104851,163956.250000,82349.240270,0.497736
하남풍산,평일,2589037.0,08-09시간대,308003.0,0.118964,129451.850000,72777.988276,0.437799
하남풍산,주말,690088.0,13-14시간대,54765.0,0.079359,34504.400000,16406.822622,0.524501
학동,전체,15367865.0,08-09시간대,2186712.0,0.142291,768393.250000,588169.923477,0.234546
학동,평일,13348714.0,08-09시간대,2094055.0,0.156873,667435.700000,567331.347153,0.149984
학동,주말,2019151.0,13-14시간대,173602.0,0.085978,100957.550000,52348.320462,0.481482
학여울,전체,1804892.0,18-19시간대,157284.0,0.087143,90244.600000,47569.154683,0.472886
학여울,평일,1294138.0,08-09시간대,137198.0,0.106015,64706.900000,35956.706341,0.444314
학여울,주말,510754.0,13-14시간대,55261.0,0.108195,25537.700000,18537.940040,0.274095
한강진,전체,8356987.0,18-19시간대,899603.0,0.107647,417849.350000,232831.757206,0.442785
한강진,평일,5942742.0,18-19시간대,692456.0,0.116521,297137.100000,173531.901881,0.415987
한강진,주말,2414245.0,16-17시간대,271441.0,0.112433,120712.250000,81792.901611,0.322414
한성대입구(삼선교),전체,10275083.0,18-19시간대,845678.0,0.082304,513754.150000,218088.034695,0.575501
한성대입구(삼선교),평일,7980045.0,08-09시간대,734329.0,0.092021,399002.250000,181602.085174,0.544859
한성대입구(삼선교),주말,2295038.0,17-18시간대,180153.0,0.078497,114751.900000,53159.549872,0.536744
한양대,전체,8386854.0,08-09시간대,798611.0,0.095222,419342.700000,237064.297973,0.434676
한양대,평일,7328766.0,08-09시간대,746756.0,0.101894,366438.300000,216056.240531,0.410388
한양대,주말,1058088.0,15-16시간대,89986.0,0.085046,52904.400000,27043.223647,0.488828
합정,전체,34080815.0,18-19시간대,3859580.0,0.113248,1704040.750000,846678.529928,0.503135
합정,평일,25098667.0,18-19시간대,3165972.0,0.126141,1254933.350000,695392.148662,0.445873
합정,주말,8982148.0,17-18시간대,781837.0,0.087043,449107.400000,240051.288647,0.465492
행당,전체,5317043.0,08-09시간대,617057.0,0.116053,265852.150000,139283.081046,0.476088
행당,평일,4281302.0,08-09시간대,559644.0,0.130718,214065.100000,128364.767498,0.400347
행당,주말,1035741.0,13-14시간대,79782.0,0.077029,51787.050000,24040.433117,0.535783
혜화,전체,26801565.0,18-19시간대,2471370.0,0.092210,1340078.250000,653392.442920,0.512422
혜화,평일,19882578.0,18-19시간대,1961716.0,0.098665,994128.900000,482699.402653,0.514450
혜화,주말,6918987.0,17-18시간대,668532.0,0.096623,345949.350000,217445.214883,0.371454
홍대입구,전체,55950717.0,18-19시간대,5439302.0,0.097216,2797535.850000,1386349.185939,0.504439
홍대입구,평일,38682105.0,18-19시간대,4063926.0,0.105060,1934105.250000,950400.678586,0.508610
홍대입구,주말,17268612.0,17-18시간대,1502511.0,0.087008,863430.600000,495345.589713,0.426305
홍제,전체,12526916.0,08-09시간대,1146421.0,0.091517,626345.800000,287874.697023,0.540390
홍제,평일,9818172.0,08-09시간대,1018430.0,0.103729,490908.600000,248491.737632,0.493813
홍제,주말,2708744.0,16-17시간대,217016.0,0.080117,135437.200000,65564.364594,0.515906
화곡,전체,19260603.0,08-09시간대,2113746.0,0.109745,963030.150000,491198.409975,0.489945
화곡,평일,15401206.0,08-09시간대,1913692.0,0.124256,770060.300000,457052.181383,0.406472
화곡,주말,3859397.0,17-18시간대,277453.0,0.071890,192969.850000,76325.537276,0.604469
화랑대(서울여대입구),전체,7403335.0,08-09시간대,817787.0,0.110462,370166.750000,192382.254327,0.480282
화랑대(서울여대입구),평일,6060619.0,08-09시간대,742006.0,0.122431,303030.950000,181785.672877,0.400109
화랑대(서울여대입구),주말,1342716.0,16-17시간대,98448.0,0.073320,67135.800000,28217.171399,0.579700
회현(남대문시장),전체,20146768.0,08-09시간대,1902618.0,0.094438,1007338.400000,614616.374319,0.389861
회현(남대문시장),평일,16091841.0,08-09시간대,1783122.0,0.110809,804592.050000,507284.622026,0.369513
회현(남대문시장),주말,4054927.0,14-15시간대,392021.0,0.096678,202746.350000,141512.085603,0.302024
효창공원앞,전체,5157525.0,08-09시간대,632550.0,0.122646,257876.250000,145656.222537,0.435170
효창공원앞,평일,4163333.0,08-09시간대,585376.0,0.140603,208166.650000,133489.182500,0.358739
효창공원앞,주말,994192.0,16-17시간대,84033.0,0.084524,49709.600000,24024.749009,0.516698
